filename,video_link,current_category,suggested_category,confidence,action,issues,difficulty,transcript_preview,reviewer_decision,reviewer_category,reviewer_notes
IMG_5107.MOV,https://drive.google.com/file/d/1rmtZUvjjy5eUsTNBlQ-ouVUge76KmFmn/view,Other,Catching/Hands,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate, You still got lag right? Three more are you? No we would. It's like playing basketball.,,,
IMG_5108.MOV,https://drive.google.com/file/d/1o0SOcnaqAYobo2Ee_Kd9yiMxpQKZ-I91/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner, who are we going to get? Yes! We've just got in?,,,
IMG_5113.MOV,https://drive.google.com/file/d/1jY2uURVa53JHte_gqxA0NFTjKZ4P-H3k/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," And let me know where you're going. Hey, hey, hey, yeah.",,,
IMG_5106.MOV,https://drive.google.com/file/d/1nUqf51GTvpNR__O4vUQjIBEBpC0IR9s7/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," something to hit, knock down.",,,
IMG_5102.MOV,https://drive.google.com/file/d/1J9KL5wJtg6HyAB3ZDDXhQ802fQ343XOR/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate," Exactly, I'll say you can't, I'll never say you can't. That guy, day day, that's where we're going....",,,
IMG_5099.MOV,https://drive.google.com/file/d/12CX21yRyOrMQcfB3VS77PvsR5L16OHVa/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate, There it goes again. Out of point.,,,
IMG_4929 (1).MOV,https://drive.google.com/file/d/10b61UV7l2WWPfuLcp-8Ff6K61CbiLIuP/view,Speed/Conditioning,,70,CHECK_DUPLICATE,SHORT_TRANSCRIPT; POSSIBLE_DUPLICATE,Beginner, Go! Go! Go! Go! Go!,,,
IMG_5115 (3).MOV,https://drive.google.com/file/d/1K9bzlFZhcv3lsQ9cfr6DFwAZ5Q-Vwika/view,Release Moves,Footwork,70,CHECK_DUPLICATE,SHORT_TRANSCRIPT; POSSIBLE_DUPLICATE,Intermediate, Step wider.,,,
IMG_5115 (1).MOV,https://drive.google.com/file/d/1K9bzlFZhcv3lsQ9cfr6DFwAZ5Q-Vwika/view,Footwork,Footwork,80,CHECK_DUPLICATE,SHORT_TRANSCRIPT; POSSIBLE_DUPLICATE,Beginner, Step wider.,,,
IMG_5115 (2).MOV,https://drive.google.com/file/d/1K9bzlFZhcv3lsQ9cfr6DFwAZ5Q-Vwika/view,Footwork,Footwork,80,CHECK_DUPLICATE,SHORT_TRANSCRIPT; POSSIBLE_DUPLICATE,Beginner, Step wider.,,,
IMG_2076 (1).MOV,https://drive.google.com/file/d/1nzoVUpfet-LR6H3pYNHW3libqh6GkjUr/view,Route Running,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner, Ready? Go! You straight! Good.,,,
IMG_5125 (1).MOV,https://drive.google.com/file/d/16x6-r13vMmMZ2hkpyndmEAji1VKJgSR6/view,Footwork,Route Running,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," I want that. Get there, not back here. Good.",,,
IMG_4937 (1).MOV,https://drive.google.com/file/d/14ZrRUhrbJMml0q02d6DZSNFlwdrOSD-h/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Move back up sir. Come on, more! I'm out of well. Go, go, go, go, go, go, go!",,,
IMG_4930 (1).MOV,https://drive.google.com/file/d/1Dd6SHwI72h8QRvpfmMSjH4mzv8wt8noT/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Go, go, go, go, go, go, go!",,,
IMG_2399 (1).MOV,https://drive.google.com/file/d/1xiuwlgmk_JkOL3q-hxCLowiSenyXdFg2/view,Route Running,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Ready, go! Do it. You got to try to get here.",,,
IMG_2339 (1).MOV,https://drive.google.com/file/d/1Ec5V9r3kw2-aJDIQGoKp0cIqdY2XO4Vt/view,Footwork,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Just hold him up. And though, one. Breathe to go behind him and take some knees. Three. Four. Five....",,,
IMG_0278 (1).MOV,https://drive.google.com/file/d/1w-ugWcm8TM-HEXP4gmuD1Cp309oM7GPa/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner," Go, go, go, go, go, go. Go, go, go, go. I had a blast.",,,
IMG_5109 (1).MOV,https://drive.google.com/file/d/1iBwcXclzFhYRnSfTdMKCk6-3Rw3dlAZ7/view,Release Moves,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Come here, bro. Stay in front. Stay in front. Go.",,,
IMG_5112 (1).MOV,https://drive.google.com/file/d/1ddJa1isgstDYCrDqvUlIMdwV1XYqlwvb/view,Route Running,Footwork,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Your eyes went from his hips to his feet and then you lost your lips.,,,
IMG_2076 (2).MOV,https://drive.google.com/file/d/1nzoVUpfet-LR6H3pYNHW3libqh6GkjUr/view,Route Running,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner, Ready? Go! You straight! Good.,,,
IMG_2341 (2).MOV,https://drive.google.com/file/d/1HRiEYYKMinaK_ydbQDqGRCH-I6wrrbGM/view,Footwork,Agility,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," You're stopping, starting it. You doing? Huh? Yeah. Thanks. This guy would be over making a whole m...",,,
IMG_0278 (2).MOV,https://drive.google.com/file/d/1w-ugWcm8TM-HEXP4gmuD1Cp309oM7GPa/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Go! Go! Go! Go! Go! Good! Go! Go! Now! Go! I had a...,,,
IMG_5116 (1).MOV,https://drive.google.com/file/d/1ktoimbStozka5J6_jCL65k5ssg5LVl-w/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner," Go, go, go, go, go, go, go, go, go.",,,
IMG_5114 (1).MOV,https://drive.google.com/file/d/1xyPV_6sECdZn-vc5Tj5Mek-TMoU-T_3P/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, I'm going to do three more laps. You can get back up. There you go. You're doing your team. You're ...,,,
IMG_2077 (2).MOV,https://drive.google.com/file/d/1aWRjHLjr5ckliCmowLO3qT8f-muZLg7v/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Ready, go! Good, you're straight, good.",,,
IMG_5124 (2).MOV,https://drive.google.com/file/d/1t71CPoLH5jybnO6THHRYK1ql8DBsJek9/view,Route Running,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, He got the mood that way. Don't back up. Don't back up. Let me see.,,,
IMG_5118 (2).MOV,https://drive.google.com/file/d/1beL5_c8HJXG8lU9InD4NLL4OXxe4w1SM/view,Release Moves,Catching/Hands,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, the stuff I'm about to let them. You get the blasts there. They don't stop bugging. You didn't put ...,,,
IMG_5109 (2).MOV,https://drive.google.com/file/d/1iBwcXclzFhYRnSfTdMKCk6-3Rw3dlAZ7/view,Footwork,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Come here, bro. Stay in front. Stay in front. Go.",,,
IMG_5098 (2).MOV,https://drive.google.com/file/d/1DXhUXTWd6eCW-_ahEObeQlKrocBA8h6I/view,Release Moves,Route Running,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, beat up on you move with them stay inside,,,
IMG_5112 (2).MOV,https://drive.google.com/file/d/1ddJa1isgstDYCrDqvUlIMdwV1XYqlwvb/view,Route Running,Footwork,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Your eyes went from his hips to his feet and then you lost your lips.,,,
IMG_5084 (3).MOV,https://drive.google.com/file/d/1CpaBTrJrvWz4O7HkBh5fGDDICH4N4IbR/view,Release Moves,Route Running,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, This is what I want. I want you to run. You got my defender. You're going to shuffle shuffle whiche...,,,
IMG_5088 (3).MOV,https://drive.google.com/file/d/1ur69MRGiCBaHejAN_Vu6Ji6WJcbRVv8B/view,Release Moves,Footwork,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Let it go, let it go now. The plant has a plant has a plant.",,,
IMG_4937 (3).MOV,https://drive.google.com/file/d/14ZrRUhrbJMml0q02d6DZSNFlwdrOSD-h/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Move back up sir. Come on, more! I'm out of well. Go, go, go, go, go!",,,
IMG_4929 (3).MOV,https://drive.google.com/file/d/10b61UV7l2WWPfuLcp-8Ff6K61CbiLIuP/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner," Let's go, go, go, go, go, go. Good.",,,
IMG_2076 (3).MOV,https://drive.google.com/file/d/1nzoVUpfet-LR6H3pYNHW3libqh6GkjUr/view,Footwork,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner, Ready? Go! You straight! Good.,,,
IMG_2341 (3).MOV,https://drive.google.com/file/d/1HRiEYYKMinaK_ydbQDqGRCH-I6wrrbGM/view,Footwork,Agility,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner," You're stopping, starting it. You doing? Huh? Yeah. Thanks. This guy would be over making a whole m...",,,
IMG_0278 (3).MOV,https://drive.google.com/file/d/1w-ugWcm8TM-HEXP4gmuD1Cp309oM7GPa/view,Speed/Conditioning,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Go! Go! Go! Go! Go! Now!,,,
IMG_5119 (3).MOV,https://drive.google.com/file/d/1gpKuIHGUZbt03d5LwEtxtwb7jIdoiuLV/view,Footwork,Route Running,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, He jumps outside. Right? He's in the ground. He's in the ground.,,,
IMG_5109 (3).MOV,https://drive.google.com/file/d/1iBwcXclzFhYRnSfTdMKCk6-3Rw3dlAZ7/view,Footwork,,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner," Come here, bro. Stay in front. Stay in front. Go.",,,
IMG_5112 (3).MOV,https://drive.google.com/file/d/1ddJa1isgstDYCrDqvUlIMdwV1XYqlwvb/view,Route Running,Footwork,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Your eyes went from his hips to his feet and then you lost your lips.,,,
IMG_5098 (3).MOV,https://drive.google.com/file/d/1DXhUXTWd6eCW-_ahEObeQlKrocBA8h6I/view,Release Moves,Route Running,90,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, beat up on you move with them stay inside,,,
IMG_0629 (1).MOV,https://drive.google.com/file/d/1xhkJvAqN2apTGdJbqnLtZxENVniFredr/view,Footwork,Footwork,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner, Ready? Hip! Hip! Hip! Swing hard you can. Hip! Hip! Hip! Hip! Hip! Hip! Hip! Hip! Hip! Hip! Relax.,,,
IMG_0280 (1).MOV,https://drive.google.com/file/d/1yNtRXHm_ZMylV3FFPSspfS2hCWmB_rin/view,Release Moves,Release Moves,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Ready, go! You're gonna push away, you gotta get away from that line. Go! Take your take, take it. ...",,,
IMG_5084 (1).MOV,https://drive.google.com/file/d/1CpaBTrJrvWz4O7HkBh5fGDDICH4N4IbR/view,Route Running,Route Running,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, This is what I want. I want you to run. You got my defender. You're going to shuffle shuffle whiche...,,,
IMG_5097 (1).MOV,https://drive.google.com/file/d/1H6Jbx0rom_IgLKWSmhmbWSHz8KUenxaS/view,Footwork,Footwork,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," I think you gotta have feet, you gotta have...",,,
IMG_5067 (1).MOV,https://drive.google.com/file/d/1kc-HPENEBORsOu5jaApI7_a4Ka78iLf5/view,Release Moves,Release Moves,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, I'm not asking no hands off. And I want you to shoot from here. I want you to punch on that bat. So...,,,
IMG_2344 (1).MOV,https://drive.google.com/file/d/1GPwXnGjudvomGSIPCBGIw5HEcPp5e_0N/view,Speed/Conditioning,Speed/Conditioning,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner, Go! Push push! Good! Go! Push push! Good! Push push! Good!,,,
IMG_2391 (1).MOV,https://drive.google.com/file/d/1X7DW3Ju02XNK0D0I8M04oTri8ayrVIwM/view,Route Running,Route Running,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Go! Stick, oh, come on! Stick, oh! Stick, oh! Stick! Nice!",,,
IMG_2355 (1).MOV,https://drive.google.com/file/d/15OauU8ongVtM9qLOdZjyTPsxDaC5iTPz/view,Release Moves,Release Moves,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Push push good So the hands with it good Nice swap,,,
IMG_2341 (1).MOV,https://drive.google.com/file/d/1HRiEYYKMinaK_ydbQDqGRCH-I6wrrbGM/view,Agility,Agility,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," You're stopping, starting it. You doing? Huh? Yeah. Thanks. This guy would be over making a whole m...",,,
IMG_5125 (2).MOV,https://drive.google.com/file/d/16x6-r13vMmMZ2hkpyndmEAji1VKJgSR6/view,Route Running,Route Running,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," I want that. Get there, not back here. Good.",,,
IMG_5067 (2).MOV,https://drive.google.com/file/d/1kc-HPENEBORsOu5jaApI7_a4Ka78iLf5/view,Release Moves,Release Moves,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, I'm not asking no hands off. And I want you to shoot from here. I want you to punch on that bat. So...,,,
IMG_4937 (2).MOV,https://drive.google.com/file/d/14ZrRUhrbJMml0q02d6DZSNFlwdrOSD-h/view,Speed/Conditioning,Speed/Conditioning,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Move back up sir. Go on more! Got him well. Go go go go go go go go go go go go go go go go!,,,
IMG_2391 (2).MOV,https://drive.google.com/file/d/1X7DW3Ju02XNK0D0I8M04oTri8ayrVIwM/view,Route Running,Route Running,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Go! Stick, oh, come on! Stick, oh! Stick, oh! Stick! Nice!",,,
IMG_0280 (2).MOV,https://drive.google.com/file/d/1yNtRXHm_ZMylV3FFPSspfS2hCWmB_rin/view,Release Moves,Release Moves,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Ready, go! You're gonna push away, you gotta get away from that line. Go! Take your take, take it. ...",,,
IMG_5104 (1).MOV,https://drive.google.com/file/d/1Um9AAglx1W4g78e0jnhw8qlxpn-MSMbz/view,Footwork,Footwork,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner," He did? I just had to try out, just wait, be patient. I can see my feet good, good, good, good, goo...",,,
IMG_2355 (2).MOV,https://drive.google.com/file/d/15OauU8ongVtM9qLOdZjyTPsxDaC5iTPz/view,Release Moves,Release Moves,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Push push good So the hands with it good Nice swap,,,
IMG_2344 (2).MOV,https://drive.google.com/file/d/1GPwXnGjudvomGSIPCBGIw5HEcPp5e_0N/view,Speed/Conditioning,Speed/Conditioning,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Go! Push push! Good! Go! Push push! Good! Push push! Good!,,,
IMG_0629 (2).MOV,https://drive.google.com/file/d/1xhkJvAqN2apTGdJbqnLtZxENVniFredr/view,Footwork,Footwork,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Ready? Hip! Hip! Hip! Swing hard you can. Hip! Hip! Hip! Hip! Hip! Hip! Hip! Hip! Hip! Hip! Relax.,,,
IMG_5104 (2).MOV,https://drive.google.com/file/d/1Um9AAglx1W4g78e0jnhw8qlxpn-MSMbz/view,Footwork,Footwork,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner," He did? I just had to try out, just wait, be patient. I can see my feet good, good, good, good, goo...",,,
IMG_5097 (2).MOV,https://drive.google.com/file/d/1H6Jbx0rom_IgLKWSmhmbWSHz8KUenxaS/view,Footwork,Footwork,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," I think you gotta have feet, you gotta have...",,,
IMG_5084 (2).MOV,https://drive.google.com/file/d/1CpaBTrJrvWz4O7HkBh5fGDDICH4N4IbR/view,Route Running,Route Running,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, This is what I want. I want you to run. You got my defender. You're going to shuffle shuffle whiche...,,,
IMG_5125 (3).MOV,https://drive.google.com/file/d/16x6-r13vMmMZ2hkpyndmEAji1VKJgSR6/view,Route Running,Route Running,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," I want that. Get there, not back here. Good.",,,
IMG_4936 (3).MOV,https://drive.google.com/file/d/1ReYtrF8k3mfICS-CsA6i569ek6W7nR6-/view,Speed/Conditioning,Speed/Conditioning,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner, Go go go go go go go go go go!,,,
IMG_2391 (3).MOV,https://drive.google.com/file/d/1X7DW3Ju02XNK0D0I8M04oTri8ayrVIwM/view,Route Running,Route Running,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Go! Stick, oh, come on! Stick, oh! Stick, oh! Stick! Nice!",,,
IMG_5067 (3).MOV,https://drive.google.com/file/d/1kc-HPENEBORsOu5jaApI7_a4Ka78iLf5/view,Release Moves,Release Moves,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, I'm not asking no hands off. And I want you to shoot from here. I want you to punch on that bat. So...,,,
IMG_2355 (3).MOV,https://drive.google.com/file/d/15OauU8ongVtM9qLOdZjyTPsxDaC5iTPz/view,Release Moves,Release Moves,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Push push good So the hands with it good Nice swap,,,
IMG_2344 (3).MOV,https://drive.google.com/file/d/1GPwXnGjudvomGSIPCBGIw5HEcPp5e_0N/view,Speed/Conditioning,Speed/Conditioning,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner, Go! Push push! Good! Go! Push push! Good! Push push! Good!,,,
IMG_0629 (3).MOV,https://drive.google.com/file/d/1xhkJvAqN2apTGdJbqnLtZxENVniFredr/view,Footwork,Footwork,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, Ready? Hip! Hip! Hip! Swing hard you can. Hip! Hip! Hip! Hip! Hip! Hip! Hip! Hip! Hip! Hip! Relax.,,,
IMG_0280 (3).MOV,https://drive.google.com/file/d/1yNtRXHm_ZMylV3FFPSspfS2hCWmB_rin/view,Release Moves,Release Moves,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," Ready, go! You're gonna push away, you gotta get away from that line. Go! Take your take, take it. ...",,,
IMG_5094 (3).MOV,https://drive.google.com/file/d/1t4aDKnBRC8bWppVsIz7UQn_WjbBZ2moH/view,Route Running,Route Running,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate, outside stays outside,,,
IMG_5097 (3).MOV,https://drive.google.com/file/d/1H6Jbx0rom_IgLKWSmhmbWSHz8KUenxaS/view,Footwork,Footwork,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Intermediate," I think you gotta have feet, you gotta have...",,,
IMG_5104 (3).MOV,https://drive.google.com/file/d/1Um9AAglx1W4g78e0jnhw8qlxpn-MSMbz/view,Footwork,Footwork,100,CHECK_DUPLICATE,POSSIBLE_DUPLICATE,Beginner," He did? I just had to try out, just wait, be patient. I can see my feet good, good, good, good, goo...",,,
IMG_5115.MOV,https://drive.google.com/file/d/1K9bzlFZhcv3lsQ9cfr6DFwAZ5Q-Vwika/view,Footwork,Footwork,90,KEEP,SHORT_TRANSCRIPT,Beginner, Step wider.,,,
